class,maxV,minV,width,minVbp,threshold
1,43.3254409677297,-54.4618410488491,1.206,-54.4618410488491,-47.438908035675
1,43.3178730353488,-54.4744451211023,1.215,-54.4744451211023,-47.3840677702307
1,43.3740153091921,-54.4577349307309,1.221,-54.4577349307309,-47.4146450958217
0,0,0,0,0,0
1,43.2970961764175,-54.4637787116363,1.23,-54.4637787116363,-47.3892376798901
1,43.4192233938875,-54.4556221585386,1.212,-54.4556221585386,-47.4493279189691
1,43.440762544655,-54.4407112526156,1.23,-54.4407112526156,-47.4155755864213
1,43.4021316705426,-54.4754947857229,1.236,-54.4754947857229,-47.4301759329459
1,43.2950943868004,-54.4562600638946,1.227,-54.4562600638946,-47.4020429239924
1,43.2964786966736,-54.4571422097554,1.233,-54.4571422097554,-47.4248017121929
1,43.3697405553373,-54.4638550778914,1.224,-54.4638550778914,-47.4566981550726
1,43.3719346188502,-54.4413643697127,1.23,-54.4413643697127,-47.422627567389
1,43.4316331088109,-54.4675426801597,1.236,-54.4675426801597,-47.4353920445687
1,43.2517892802963,-54.442802369322,1.221,-54.442802369322,-47.3772546111193
1,43.456466113047,-54.452322034203,1.236,-54.452322034203,-47.4482845557719
1,43.3938352997552,-54.455228597657,1.236,-54.455228597657,-47.466124280165
1,43.2486495701358,-54.4763732810509,1.212,-54.4763732810509,-47.3821239796676
1,43.3795823528767,-54.434956767362,1.221,-54.434956767362,-47.4403535998966
1,43.3623426876376,-54.4889221117949,1.224,-54.4889221117949,-47.4489352700544
1,43.3392949111674,-54.4506574311342,1.212,-54.4506574311342,-47.3542760406391
1,43.4406929960187,-54.4624493145331,1.245,-54.4624493145331,-47.410177871948
1,43.2121070706583,-54.4900532161466,1.215,-54.4900532161466,-47.4536680418884
1,43.4230797812616,-54.4626731965734,1.203,-54.4626731965734,-47.3704122915163
1,43.3174129317485,-54.4634197130821,1.224,-54.4634197130821,-47.4559514785252
1,43.4241558918282,-54.4786232689966,1.209,-54.4786232689966,-47.3929712653704
1,43.2995427258875,-54.4458480948965,1.2,-54.4458480948965,-47.4293288702368
1,43.2952268300226,-54.4933287845288,1.212,-54.4933287845288,-47.4227864204398
1,43.3603049652216,-54.4722749387881,1.227,-54.4722749387881,-47.3941255051908
1,43.2770671992287,-54.4919800676353,1.212,-54.4919800676353,-47.4672816578696
1,43.4016781436874,-54.492544248936,1.248,-54.492544248936,-47.4540029496293
