"g_Na","g_K","injCurrent"
161.883834669287,18.7735860872033,2.79674650566154
165.276930497307,20.0649692241397,3.1860593833008
154.597639657673,19.5486593317822,1.53185297014747
156.375556167524,19.0672653366266,2.03407097714759
167.907433347476,19.5097074023831,4.00603078879825
162.342462487375,20.6519994222838,2.76498232304961
164.604953613721,19.65565908877,3.39285902445997
158.975886038469,19.5230351564006,2.39248410066875
156.525020173183,19.6332303962815,1.85341370914899
164.903813447383,19.090347856515,3.50876359532635
159.873009423364,19.9940012697968,2.65003794986112
155.50737102488,20.2653084984529,1.67116800624312
158.27915103487,20.5930327894899,2.07343631760248
162.326277853761,19.5345834134584,2.77875069812419
167.729823028358,19.0871561484754,3.7044890891602
168.913916595307,20.0259581514224,3.8143984408637
158.55320883696,19.055729254637,2.23546065171022
163.601509176294,20.4991384023293,3.08429826820458
166.43102292271,20.4181526812272,3.45492565925076
170.036882046463,19.9179676936967,4.30082134363628
167.672071920033,19.5474115693223,3.54816485641121
160.424546195259,20.6424162072563,2.48833771806328
159.996576964762,20.1338965002359,2.30487589157409
158.117836362565,20.0810707254915,2.00511195750986
157.032447257518,19.5488215067654,2.1511049389243
165.635087841727,18.484485931623,3.45472914779342
159.462295083481,19.0188728837381,2.50278710307935
162.254895602713,18.8424609444842,3.06617187337007
164.725164630476,19.342419849959,3.1032480712241
161.656556577662,20.0565682527703,2.90554425566325
