class,maxV,minV,width,minVbp,threshold
1,43.5259934602875,-54.4395820250348,1.248,-54.4395820250348,-47.4555234730593
1,43.3243926263939,-54.519268071293,1.221,-54.519268071293,-47.4350877280514
1,43.560621953993,-54.4047057302193,1.23,-54.4047057302193,-47.3552157430076
1,43.5237550113108,-54.3586559437004,1.245,-54.3586559437004,-47.4330844977007
1,43.1899932658065,-54.4298682754347,1.23,-54.4298682754347,-47.4467411054089
1,43.2595467582172,-54.4891029645183,1.206,-54.4891029645183,-47.4156966566337
1,43.2647343036754,-54.4149051298566,1.215,-54.4149051298566,-47.4160708562231
1,43.4286655058559,-54.4136987854867,1.233,-54.4136987854867,-47.3526976039553
1,43.5127017390981,-54.4193793071873,1.23,-54.4193793071873,-47.3705713995728
1,43.3180181299494,-54.4200980756416,1.242,-54.4200980756416,-47.4380653196543
1,43.2851350028028,-54.3899900302072,1.215,-54.3899900302072,-47.4180057668621
1,43.4225991785417,-54.4264702155185,1.206,-54.4264702155185,-47.4346134380844
1,43.3472563624482,-54.4560206784341,1.2,-54.4560206784341,-47.370046564373
1,43.4339223474136,-54.460363617414,1.233,-54.460363617414,-47.4020325550556
1,43.3744761433273,-54.4756427217469,1.245,-54.4756427217469,-47.3975271169245
1,43.2440892904069,-54.5270248094345,1.221,-54.5270248094345,-47.4293636162777
1,43.5536299961844,-54.4130839407363,1.23,-54.4130839407363,-47.4176048921556
1,43.2129942407502,-54.4705152314139,1.203,-54.4705152314139,-47.3702538335277
1,43.2128962516754,-54.5134138033127,1.215,-54.5134138033127,-47.4364331371386
1,43.1086701925831,-54.475784055735,1.215,-54.475784055735,-47.453016193149
1,43.3685198147799,-54.4965182902971,1.23,-54.4965182902971,-47.4238266667629
1,43.2771176837762,-54.4758698873937,1.212,-54.4758698873937,-47.415185525843
1,43.4188338139902,-54.4845523605091,1.215,-54.4845523605091,-47.3958308955963
0,0,0,0,0,0
1,43.4247105767366,-54.3969694101657,1.209,-54.3969694101657,-47.3549660060742
1,43.4716981534352,-54.4376387288291,1.248,-54.4376387288291,-47.4235875206001
1,43.4902157682531,-54.4022872493449,1.233,-54.4022872493449,-47.4081591171898
1,43.4159752052271,-54.396282339482,1.236,-54.396282339482,-47.3864899844635
1,43.4454735772251,-54.4980906270942,1.224,-54.4980906270942,-47.4645518039962
1,43.2589723494291,-54.4149731677093,1.221,-54.4149731677093,-47.3581753454085
