class,maxV,minV,width,minVbp,threshold
0,0,0,0,0,0
1,45.83068912,-57.1994438,1.353,-57.1994438,-47.70404797
0,0,0,0,0,0
1,46.52920973,-58.05392754,1.392,-58.05392754,-47.72504402
0,0,0,0,0,0
1,39.49450494,-53.26723027,1.086,-53.26723027,-47.38342564
0,0,0,0,0,0
1,33.72236865,-60.37255813,0.888,-51.68713371,-47.28891547
1,37.65909668,-52.07923475,0.981,-52.07923475,-47.27385309
0,0,0,0,0,0
1,31.79269123,-56.25795537,0.924,-49.3624021,-47.21067487
1,44.32568253,-56.72192426,1.155,-56.72192426,-47.70985207
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,45.60949459,-57.35348022,1.257,-57.35348022,-47.69444904
1,44.93115101,-57.15996366,1.248,-57.15996366,-47.76202911
1,34.67497107,-51.65938243,0.987,-51.65938243,-47.4201043
1,21.43706013,-52.82511468,1.017,-42.7084618,-42.7084618
1,34.83760705,-48.64666968,1.092,-48.64666968,-47.33450148
1,22.39565833,-56.95530523,0.972,-43.43273852,-43.43273852
1,39.88281083,-54.19751352,1.059,-54.19751352,-47.45305356
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,29.56254503,-43.6390989,1.14,-43.6390989,-43.6390989
0,0,0,0,0,0
1,43.38322338,-56.43708099,1.131,-56.43708099,-47.6217012
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,29.99834762,-65.96784602,0.849,-51.07365497,-47.37692504
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,38.36287259,-54.01603403,1.005,-54.01603403,-47.46309944
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,44.38764038,-57.25011988,1.209,-57.25011988,-47.71839653
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2.218178992,-61.72476527,0.957,-38.81184621,-38.81184621
1,36.66025854,-50.80766166,1.065,-50.80766166,-47.3568289
1,45.54079232,-57.7289941,1.233,-57.7289941,-47.77882156
1,40.80394919,-53.93941148,1.05,-53.93941148,-47.39319583
1,10.84672918,-62.02305582,0.942,-40.64345346,-40.64345346
1,34.33917676,-51.09489011,0.972,-49.78345028,-47.15928415
1,42.34135712,-53.21993788,1.197,-53.21993788,-47.28195372
0,0,0,0,0,0
1,42.08421859,-55.95952969,1.128,-55.95952969,-47.60231397
0,0,0,0,0,0
1,25.75510935,-68.06526883,0.828,-49.23235778,-47.3788645
0,0,0,0,0,0
0,0,0,0,0,0
1,45.18436783,-56.42530601,1.269,-56.42530601,-47.56391889
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,37.98532927,-53.7120038,0.963,-53.7120038,-47.44541059
0,0,0,0,0,0
1,26.37347625,-54.84006195,0.936,-47.35939772,-47.35939772
0,0,0,0,0,0
1,30.97277823,-65.4980443,0.858,-51.2518151,-47.32101402
1,42.94995466,-55.20484526,1.158,-55.20484526,-47.466743
1,40.72992796,-54.91018977,1.005,-54.91018977,-47.51622767
1,41.98853151,-54.66557354,1.158,-54.66557354,-47.49663836
0,0,0,0,0,0
1,38.58514915,-54.46877023,1.005,-54.46877023,-47.55123218
1,35.55743867,-53.87175158,0.93,-51.88387296,-47.27118999
1,30.55624542,-40.5748074,1.404,-40.5748074,-40.5748074
1,25.2433347,-58.54557821,0.915,-46.85568037,-46.85568037
0,0,0,0,0,0
1,42.68248656,-55.5116534,1.077,-55.5116534,-47.46248292
0,0,0,0,0,0
1,38.42408537,-53.58058117,0.951,-53.58058117,-47.36918136
1,29.05511784,-52.56934045,0.966,-47.48051082,-47.42940795
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,44.0346139,-54.93377323,1.23,-54.93377323,-47.46138642
0,0,0,0,0,0
1,42.87115491,-55.60874476,1.161,-55.60874476,-47.57881512
