class,maxV,minV,width,minVbp,threshold
1,43.3024143602139,-54.4729319727662,1.215,-54.4729319727662,-47.3932564691782
1,43.2732034682677,-54.4662074970355,1.206,-54.4662074970355,-47.4528080187311
1,43.3659672474704,-54.4748887547302,1.236,-54.4748887547302,-47.4127910509397
1,43.4072828188371,-54.4488491255426,1.224,-54.4488491255426,-47.3714422584518
1,43.3935878254992,-54.4704468939765,1.209,-54.4704468939765,-47.4522132487677
1,43.2905877110945,-54.4656973827417,1.233,-54.4656973827417,-47.4227346173322
1,43.2357090015866,-54.451162543001,1.221,-54.451162543001,-47.4078702111952
1,43.3964695454526,-54.4880880600212,1.224,-54.4880880600212,-47.3660771650735
1,43.4227391195882,-54.4366722458266,1.218,-54.4366722458266,-47.3869717436576
1,43.3195868638805,-54.4879558795489,1.218,-54.4879558795489,-47.4582648502771
1,43.3591906116025,-54.4644680490887,1.224,-54.4644680490887,-47.3933328441082
1,43.4362320002103,-54.4476144567926,1.227,-54.4476144567926,-47.4600120554731
1,43.3198505737346,-54.432921285531,1.227,-54.432921285531,-47.4165883044409
1,43.3466009544774,-54.442069271169,1.233,-54.442069271169,-47.4527128228473
1,43.3542365011812,-54.4546257053331,1.206,-54.4546257053331,-47.4421145505894
0,0,0,0,0,0
1,43.3782494510456,-54.4554434865339,1.248,-54.4554434865339,-47.3955926253146
1,43.2175955785779,-54.4362905102708,1.218,-54.4362905102708,-47.4259621824915
1,43.3406889523191,-54.436911235673,1.221,-54.436911235673,-47.4627679967628
1,43.367148144291,-54.4369251090764,1.227,-54.4369251090764,-47.4051878770659
1,43.2459150130166,-54.4678408858984,1.218,-54.4678408858984,-47.4498769553343
1,43.3340287528155,-54.4627207636583,1.2,-54.4627207636583,-47.3657378908479
1,43.362246517537,-54.4796750241698,1.251,-54.4796750241698,-47.4299942230399
1,43.3104086051621,-54.4540937510387,1.224,-54.4540937510387,-47.4424296351467
1,43.4194285488572,-54.4527654292376,1.224,-54.4527654292376,-47.4341392907237
1,43.3897770527699,-54.4327223856435,1.227,-54.4327223856435,-47.4350537423683
1,43.2922511487341,-54.4626342381436,1.212,-54.4626342381436,-47.3645401529103
1,43.3512757243142,-54.4559857919489,1.233,-54.4559857919489,-47.4241362339032
1,43.3261873399627,-54.4776506532029,1.239,-54.4776506532029,-47.4188037706968
1,43.4096002359371,-54.4761795073589,1.257,-54.4761795073589,-47.4111545499291
