class,maxV,minV,width,minVbp,threshold
1,43.4082800653449,-54.426556645013,1.23,-54.426556645013,-47.4288525658426
1,43.3041161338189,-54.409826996131,1.227,-54.409826996131,-47.4446541861034
1,43.2937437909644,-54.4731084488257,1.224,-54.4731084488257,-47.4100899935827
1,43.4426342984812,-54.50082142328,1.251,-54.50082142328,-47.4585628562235
1,43.4866298746298,-54.4662461897343,1.236,-54.4662461897343,-47.4209041293189
0,0,0,0,0,0
1,43.490395689222,-54.4325093916223,1.227,-54.4325093916223,-47.4218791181791
1,43.324731292154,-54.3955319638034,1.248,-54.3955319638034,-47.4445439170098
1,43.3648206144252,-54.4338115827433,1.227,-54.4338115827433,-47.4090252865885
1,43.184886366429,-54.4384416622377,1.227,-54.4384416622377,-47.4079296790705
1,43.197209821383,-54.4313618118905,1.203,-54.4313618118905,-47.4268849917499
1,43.2201516867611,-54.3904130567368,1.245,-54.3904130567368,-47.4598802295674
1,43.4894586533694,-54.4563634405964,1.245,-54.4563634405964,-47.4621618088315
1,43.2990758901871,-54.5003899237053,1.218,-54.5003899237053,-47.4692396095158
1,43.3381978713166,-54.4344888967207,1.194,-54.4344888967207,-47.427426856186
1,43.3557254588778,-54.4404823729215,1.218,-54.4404823729215,-47.3760591888368
1,43.3693507106506,-54.4620021442222,1.221,-54.4620021442222,-47.4275098860801
1,43.4769802248419,-54.4848937190945,1.224,-54.4848937190945,-47.3639027807992
1,43.3954840726259,-54.4950477574367,1.239,-54.4950477574367,-47.4266059248602
1,43.2507478887676,-54.4802508749207,1.212,-54.4802508749207,-47.4182619829943
1,43.2564935908204,-54.3997980779451,1.218,-54.3997980779451,-47.3876378252247
0,0,0,0,0,0
1,43.3719789146997,-54.4446794975884,1.203,-54.4446794975884,-47.3683431731418
1,43.1603878527437,-54.4525494882714,1.221,-54.4525494882714,-47.4115605167526
1,43.3244157477014,-54.4545100488666,1.233,-54.4545100488666,-47.4071055894814
1,43.3156366064794,-54.4691746714915,1.2,-54.4691746714915,-47.3862677473985
1,43.5082129018742,-54.4402137424364,1.233,-54.4402137424364,-47.4149226769059
1,43.4851422513692,-54.4624034759167,1.215,-54.4624034759167,-47.4514085351508
1,43.4730148316094,-54.4389730694002,1.209,-54.4389730694002,-47.3529259144577
1,43.1789236092909,-54.4344868215221,1.221,-54.4344868215221,-47.4493215193684
