class,maxV,minV,width,minVbp,threshold
0,0,0,0,0,0
0,0,0,0,0,0
1,38.5871258948587,-54.5097991055918,1.002,-54.5097991055918,-47.4821384991176
1,9.64410102985684,-65.3217738198365,0.888,-41.6806613915788,-41.6806613915788
0,0,0,0,0,0
1,27.2306592232715,-67.5180897433676,0.849,-49.3149505846189,-47.2372090566906
1,38.2040093326215,-49.6910686174184,1.14,-49.6910686174184,-47.1233905638308
1,40.1102691847361,-52.6017693281126,1.077,-52.6017693281126,-47.2542850599822
0,0,0,0,0,0
1,21.9516633953345,-58.4139436918546,0.966,-43.3471611435309,-43.3471611435309
1,32.0398339166813,-48.8927429741475,0.99,-48.8927429741475,-47.3653356585627
1,31.9198481953479,-62.0944303461229,0.882000000000001,-51.7350205884417,-47.3824512634974
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,40.5977390065988,-54.702590379592,1.092,-54.702590379592,-47.5162839339985
1,33.5733346346055,-52.3537244418944,0.945,-50.2692196021786,-47.2857814706774
1,44.7967748517148,-54.7113093896497,1.32,-54.7113093896497,-47.43448199872
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,35.439162439689,-56.4625273238964,0.915,-52.780586252726,-47.3574403659714
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,45.2753641498013,-57.7361328484084,1.239,-57.7361328484084,-47.8132527987104
0,0,0,0,0,0
1,46.4864591001927,-58.326895653109,1.371,-58.326895653109,-47.9043013477136
0,0,0,0,0,0
0,0,0,0,0,0
1,41.2564240458504,-54.0550628742165,1.089,-54.0550628742165,-47.3653843919785
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,38.6939667826159,-53.9573215752077,0.972,-53.9573215752077,-47.4188129351532
1,32.0797271415043,-49.4726319313187,0.987,-49.4726319313187,-47.413200709267
0,0,0,0,0,0
1,44.3657124205566,-57.2860603306778,1.209,-57.2860603306778,-47.7690930589171
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,40.5477266686799,-53.4735865503567,1.104,-53.4735865503567,-47.3543301109964
0,0,0,0,0,0
1,43.7668271055435,-55.8060558508757,1.197,-55.8060558508757,-47.5091579371805
0,0,0,0,0,0
1,41.2147033945868,-54.7174098487357,1.047,-54.7174098487357,-47.4219198253212
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,42.9445720708242,-56.0888538030825,1.146,-56.0888538030825,-47.6189551141873
0,0,0,0,0,0
1,32.8456684347636,-59.9302768219858,0.888,-50.9792972257179,-47.2492229859547
1,6.84155819638336,-53.1061477624288,1.056,-37.6463826245816,-37.6463826245816
1,15.7577951408885,-58.6190256082157,0.957,-41.9173711123373,-41.9173711123373
0,0,0,0,0,0
1,33.2445002261964,-48.1586553954355,1.05,-48.1586553954355,-47.3506588659608
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,33.8050701543658,-51.7032649656684,0.948,-51.7032649656684,-47.4454705920384
1,45.7496142483207,-57.3839416620224,1.275,-57.3839416620224,-47.7075833204039
0,0,0,0,0,0
0,0,0,0,0,0
1,36.8669513808707,-53.3705642540368,0.993,-53.3705642540368,-47.4556880037527
1,43.7329899069584,-54.9236772846435,1.191,-54.9236772846435,-47.4529407120382
0,0,0,0,0,0
1,43.4390343446159,-56.3611795968224,1.122,-56.3611795968224,-47.6449910536108
0,0,0,0,0,0
1,38.2308494904554,-53.2487189939823,1.05,-53.2487189939823,-47.4462493251461
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,23.9043480732163,-64.5026583791965,0.864,-47.741665347669,-47.5033136749918
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
