class,maxV,minV,width,minVbp,threshold
1,20.0612694,-48.05637056,1.071,-41.42899964,-41.42899964
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,36.0807045,-51.39976846,1.014,-51.39976846,-47.32655708
1,22.0712247,-59.36550072,0.921,-45.05620775,-45.05620775
1,40.45046334,-54.16754054,1.092,-54.16754054,-47.49353572
0,0,0,0,0,0
1,37.0345584,-53.22653377,0.96,-53.22653377,-47.39544049
1,38.01848001,-53.27959199,0.99,-53.27959199,-47.37892214
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,34.14770131,-56.35462653,0.906,-51.73562056,-47.32963905
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,39.19110074,-53.19928973,1.083,-53.19928973,-47.36550373
0,0,0,0,0,0
1,32.46161929,-55.96773673,0.927,-50.46876177,-47.32247988
0,0,0,0,0,0
1,40.27275472,-53.90484606,1.107,-53.90484606,-47.4668491
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,16.20317166,-60.45953021,0.933,-42.4944465,-42.4944465
0,0,0,0,0,0
0,0,0,0,0,0
1,33.24753734,-57.90081493,0.906,-51.30587832,-47.29377388
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,42.12907367,-55.73616802,1.14,-55.73616802,-47.6133283
1,37.98610098,-52.99470952,1.011,-52.99470952,-47.41368163
0,0,0,0,0,0
1,39.43093826,-54.25664451,1.017,-54.25664451,-47.43338523
0,0,0,0,0,0
0,0,0,0,0,0
1,20.55896846,-50.42165787,1.038,-42.19820004,-42.19820004
0,0,0,0,0,0
1,40.98051896,-54.6801651,1.104,-54.6801651,-47.52201165
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,36.88096522,-52.6035539,0.972,-52.6035539,-47.3569843
0,0,0,0,0,0
0,0,0,0,0,0
1,40.99357522,-55.24250806,1.059,-55.24250806,-47.56764975
1,34.05359203,-50.91740672,0.96,-50.90213519,-47.31416814
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,18.59237522,-56.94372612,0.96,-42.78670053,-42.78670053
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,36.21045496,-51.04035175,1.056,-51.04035175,-47.38703866
0,0,0,0,0,0
1,41.44719294,-55.43178138,1.095,-55.43178138,-47.58474865
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,30.48335864,-67.37777891,0.849,-50.84752597,-47.21802309
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,33.91705999,-53.91637864,0.93,-51.19541569,-47.32226506
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,35.5573854,-53.53580442,0.933,-52.38430677,-47.37704515
1,31.51539519,-51.21661825,0.954,-49.09880925,-47.3816842
0,0,0,0,0,0
0,0,0,0,0,0
1,39.80021025,-53.57548671,1.104,-53.57548671,-47.43475424
1,37.23597943,-51.81806998,1.053,-51.81806998,-47.34711033
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,22.09082626,-55.84512157,0.957,-44.33281386,-44.33281386
1,40.87302208,-54.9388929,1.083,-54.9388929,-47.52511449
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,38.97022799,-53.93029455,1.017,-53.93029455,-47.43886248
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,23.68832344,-47.97318805,1.05,-43.34101977,-43.34101977
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,38.25025783,-52.74663459,1.053,-52.74663459,-47.38692723
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,33.1213254,-54.5514928,0.933,-50.73487929,-47.30073217
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,30.09648779,-53.31684028,0.948,-48.46277645,-47.38203846
1,38.46898285,-53.02195571,1.047,-53.02195571,-47.37038146
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,35.56221328,-56.18590198,0.918,-52.78239123,-47.35379459
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,39.75986452,-54.14463772,1.047,-54.14463772,-47.43561994
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,36.5579888,-52.40851548,0.972,-52.40851548,-47.3586922
1,38.69933445,-53.92948992,0.993,-53.92948992,-47.47701798
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,28.22030883,-67.31518025,0.852,-49.56744092,-47.24331714
1,40.23899565,-54.6464732,1.038,-54.6464732,-47.44706334
1,28.16380623,-45.77282067,1.047,-45.77282067,-45.77282067
0,0,0,0,0,0
0,0,0,0,0,0
1,37.82304249,-51.94920072,1.074,-51.94920072,-47.41050606
1,21.93118962,-45.54678089,1.095,-41.76136748,-41.76136748
0,0,0,0,0,0
1,34.58934826,-52.61910147,0.948,-51.53611735,-47.32405604
0,0,0,0,0,0
0,0,0,0,0,0
1,37.64203751,-53.34192885,0.975,-53.34192885,-47.37736151
1,35.11772557,-51.66696189,0.963,-51.66696189,-47.30734124
1,38.83587595,-53.0554216,1.071,-53.0554216,-47.43390392
0,0,0,0,0,0
1,41.65066788,-55.30437425,1.131,-55.30437425,-47.49363164
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,41.66501315,-55.75623525,1.074,-55.75623525,-47.62547044
0,0,0,0,0,0
0,0,0,0,0,0
1,27.93924591,-54.11359087,0.951,-47.30049612,-47.30049612
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,38.56509455,-53.29462585,1.023,-53.29462585,-47.37737725
1,38.05082145,-53.71682789,0.963,-53.71682789,-47.42324765
0,0,0,0,0,0
1,40.07809512,-54.69339818,1.038,-54.69339818,-47.49117743
1,39.29616431,-53.49468115,1.056,-53.49468115,-47.39690642
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,31.39605484,-48.04624686,1.023,-48.04624686,-47.46629904
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,31.47568036,-50.94014045,0.969,-49.03443279,-47.36701772
0,0,0,0,0,0
0,0,0,0,0,0
1,33.71550158,-50.43873323,0.966,-50.43873323,-47.31885991
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,41.18863853,-55.14063981,1.08,-55.14063981,-47.49865854
0,0,0,0,0,0
1,32.70744924,-48.29520262,1.065,-48.29520262,-47.43558378
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,41.30200908,-55.10756588,1.116,-55.10756588,-47.51849869
1,31.94974735,-65.30714282,0.855,-51.38897173,-47.23680873
0,0,0,0,0,0
0,0,0,0,0,0
1,34.17573183,-51.75490395,0.957,-51.11360203,-47.3238825
0,0,0,0,0,0
1,35.73345313,-51.59504933,0.984,-51.59504933,-47.34419708
1,41.14945908,-54.74174549,1.122,-54.74174549,-47.50266705
0,0,0,0,0,0
1,35.1161453,-55.81668887,0.924,-52.38983174,-47.32438569
1,33.78226449,-54.60624694,0.918,-51.21217921,-47.29567821
1,27.30665961,-61.65702826,0.891,-48.08363238,-47.34237898
0,0,0,0,0,0
1,37.46360518,-53.00173328,0.978,-53.00173328,-47.34873305
1,34.58398664,-51.30797747,0.96,-51.30797747,-47.35433144
0,0,0,0,0,0
0,0,0,0,0,0
1,25.25081965,-53.26359854,0.975,-45.54398965,-45.54398965
1,29.71330932,-66.58845733,0.849,-50.2418397,-47.246443
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
