"gCRH","gca","gkca","kc","gkir","gk"
0.38128266925061,2.23127344433382,0.292984487308851,0.821846503004075,1.20983635860513,8.18624872078612
0.279125046614084,1.56284956195465,3.97752881160424,0.0752395840030922,1.34140565050002,6.91707356239777
0.190402741215633,2.64191544124057,0.307342627174808,0.355836795578809,1.22374397880745,9.90191488791116
0.351394096996566,2.69011142551287,2.82606221429932,0.148971061426882,1.26020667690171,1.98350363131147
0.237374792025534,1.52319097481423,0.152211746221008,1.78090398164693,1.27802120651782,11.0200325930551
0.395151254632467,2.90834536177492,0.295442739148242,0.583365217052833,1.30134649782145,15.7540304689502
0.379064165749412,2.45655508136361,3.73942559842863,0.0937573330106195,1.31464404146518,8.62736348496694
0.24854383402903,1.37681866770786,1.19708405408906,0.09362502729229,1.39491740128901,14.2752643713822
0.174234605518336,1.38968187067423,0.0329437860729731,0.488107206914715,1.29694009209683,14.7692564766204
0.399063455620936,1.13101021259899,3.76510986583027,0.0815189481175876,1.26834922676442,10.8116583880036
0.373145309288125,2.04139391337362,1.16120791398386,0.363927711484633,1.39998725524459,10.3770880504641
0.360993383340014,1.72268368970752,2.83042918730798,0.177768008927184,1.20151423970089,2.32759770473905
0.38733874693931,1.56165922774042,1.20888036480283,0.199531508888017,1.29025110548579,1.22920701814123
0.22482295283234,1.69016903591107,0.0368281193753146,0.445489217329165,1.25031389439583,7.88938286352597
0.257352378602531,1.45656940574322,0.297947077606432,1.88654674773883,1.39920913367362,7.43614679633748
0.268705291888399,2.98188369731765,0.152571695296084,1.01402804647296,1.37687621139986,4.14148209567707
0.246122349669736,1.47361332411767,3.45200925102063,0.109341397794776,1.31519629216022,15.2074850374441
0.184196972286813,2.22367400028888,0.0580087430230156,1.854297931612,1.35517794902499,4.22634921472017
0.385628350481852,1.97145219079068,0.713891450293167,0.191827965434931,1.28210064636614,9.9956613205374
0.344705117954691,2.68910937231295,1.71707109803999,0.118608185550583,1.2172902773874,9.9488582827466
0.385234834228266,2.25734510833258,2.3949921349249,0.213825496483477,1.3074114150289,15.5469773833368
0.348840817233299,2.592233555813,3.86242900932721,0.122032789682245,1.21605290950563,13.2831023827897
0.330812680946728,2.08795359424409,0.539252987949271,0.11224303235155,1.20807735024578,2.51962384455767
0.361006816325023,2.82193390117022,0.00781574265811602,1.38529880430749,1.2134810579393,2.20206923188992
0.153077179890938,2.02588139122785,0.0482064114785008,1.49009255884912,1.23926208960133,5.38460512204155
