gnab,gbk,gkir,gkleak,kcabk,vmca,gCRH,gCRHpulse,gkirpulse,gkleakp,CRHkcabk,CRHvmca,kp,gnav,gca,gcaleak,gk,ga,gkca,nuc,kc,tauhna,vmna,smna,vhna,shna,amplitude,class,active_0,passive_0,active_1,passive_1,active_2,passive_2,active_3,passive_3,active_4,passive_4,ahp,v_max,v_min,v_mean,num_spikes,period_max,period_min,period_mean,upstroke_duration,downstroke_duration,inav_mean,ical_mean,icaleak_mean,ikdr_mean,ia_mean,ikca_mean,ibk_mean,ikir_mean,ikleak_mean,ins_mean,iCRH_mean,Jin_mean,jout_mean
0.05,0.6,1.22773247956096,0.1,1.5,-12.0,0.326310377801439,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.893182309468,0.025,5.06968088509724,0.5,0.197728214044599,0.03,1.80889159780139,2.0,-15.0,5.0,-60.0,-10.0,74.58534622192383,ActivityType.Active,40.5,71.5,102.5,133.5,164.5,195.5,226.5,257.5,288.5,319.5,17.64124298095703,16.27672576904297,-58.30862045288086,-38.956119537353516,1.0,62.5,61.5,62.0151481628418,30.934343338012695,31.080810546875,-0.9575948715209961,-32.86943435668945,-2.47389554977417,22.60459327697754,1.3210017681121826,7.074557781219482,7.944830894470215,8.40744400024414,3.604395627975464,-14.659584045410156,-12.711810111999512,0.053014956414699554,0.026076335459947586
0.05,0.6,1.25324141753859,0.1,1.5,-12.0,0.369968292919542,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.58435213005066,0.025,4.49399731958151,0.5,0.156844129985468,0.03,1.17994826646204,2.0,-15.0,5.0,-60.0,-10.0,42.14865988492966,ActivityType.Active,3.0,33.5,46.0,76.5,89.0,119.5,132.5,163.0,175.5,206.0,8.408576965332031,0.8878337740898132,-41.260826110839844,-27.56040382385254,1.0,43.5,43.0,43.262611389160156,30.590913772583008,12.671716690063477,-0.9261061549186707,-28.127229690551758,-2.1890103816986084,15.627074241638184,0.6108602285385132,7.331131458282471,9.70263385772705,4.795228481292725,4.743961334228516,-11.57449722290039,-10.196454048156738,0.04547441750764847,0.02655635215342045
0.05,0.6,1.32385189929758,0.1,1.5,-12.0,0.39698805095197,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.56001148136046,0.025,12.0829388059229,0.5,0.172663184208665,0.03,0.76440808239137,2.0,-15.0,5.0,-60.0,-10.0,44.5539755821228,ActivityType.Active,27.0,60.0,77.5,110.5,128.0,161.0,178.0,211.0,228.5,261.5,8.895500183105469,-3.7862038612365723,-48.340179443359375,-35.390289306640625,1.0,51.0,50.0,50.44949722290039,32.96970748901367,17.479795455932617,-0.6351895332336426,-18.596364974975586,-2.384761095046997,13.45077133178711,0.6667355298995972,6.47777795791626,5.3397536277771,7.537659168243408,3.9609718322753906,-15.819075584411621,-14.049541473388672,0.03147171065211296,0.024929141625761986
0.05,0.6,1.2144913715725,0.1,1.5,-12.0,0.19960996128954,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.13802896393585,0.025,3.05154177498948,0.5,0.177302392264549,0.03,1.50983758243892,2.0,-15.0,5.0,-60.0,-10.0,72.27326965332031,ActivityType.Active,10.5,53.0,128.5,171.0,246.5,288.5,364.5,406.5,482.5,524.5,19.443817138671875,12.952930450439453,-59.32033920288086,-44.40875244140625,1.0,120.0,118.0,119.03010559082031,42.180728912353516,76.84941101074219,-0.4355613589286804,-17.029376983642578,-2.6102256774902344,7.766582012176514,0.729071855545044,5.279551982879639,4.900946140289307,9.424097061157227,3.059123992919922,-11.084894180297852,-8.864458084106445,0.029459258541464806,0.021652087569236755
0.05,0.6,1.22398306552678,0.1,1.5,-12.0,0.148399759670659,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.37046448416458,0.025,10.962801758092,0.5,0.329788754409626,0.03,0.163171760720501,2.0,-15.0,5.0,-60.0,-10.0,60.55657958984375,ActivityType.Active,70.0,111.5,254.5,296.0,439.0,481.0,624.0,665.5,808.5,850.0,19.049339294433594,-1.06463623046875,-61.6212158203125,-50.274784088134766,1.0,185.0,184.5,184.57546997070312,41.57547378540039,143.0,-0.19024012982845306,-5.8790669441223145,-2.756873369216919,3.222834587097168,0.32669663429260254,0.9140995144844055,1.3021084070205688,10.56063175201416,2.472513437271118,-9.974587440490723,-7.4607648849487305,0.012953899800777435,0.01296952273696661
0.05,0.6,1.32042844455512,0.1,1.5,-12.0,0.165975994924931,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.03224169718353,0.025,11.0194741518335,0.5,0.107820620293794,0.03,0.170998429436703,2.0,-15.0,5.0,-60.0,-10.0,52.281240940093994,ActivityType.Active,136.5,196.5,332.5,392.5,528.5,588.5,724.5,784.0,920.5,980.0,14.040443420410156,-5.338265895843506,-57.6195068359375,-48.17862319946289,1.0,196.0,195.5,195.95999145507812,59.720001220703125,136.24000549316406,-0.15028761327266693,-4.863171577453613,-2.704470157623291,2.4354841709136963,0.31372037529945374,0.289174348115921,1.1296225786209106,11.273202896118164,2.682126045227051,-10.40544319152832,-7.996530532836914,0.011351450346410275,0.011354838497936726
0.05,0.6,1.2058566057179,0.1,1.5,-12.0,0.163857965154732,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.38624584734631,0.025,9.20121208179757,0.5,2.13032016553385,0.03,0.0866184580506487,2.0,-15.0,5.0,-60.0,-10.0,75.30838394165039,ActivityType.Active,126.5,153.0,286.5,313.5,447.0,473.5,607.0,634.0,767.5,794.0,25.539485931396484,10.043758392333984,-65.2646255493164,-52.10275650024414,1.0,160.5,160.0,160.2786865234375,26.729509353637695,133.5491943359375,-0.30355510115623474,-9.90121841430664,-2.802560567855835,5.8703179359436035,0.4101111590862274,3.687086582183838,1.693530797958374,10.193754196166992,2.2897303104400635,-11.14256477355957,-8.537449836730957,0.019055673852562904,0.01912618987262249
0.05,0.6,1.24548477071294,0.1,1.5,-12.0,0.208401210390633,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.95869104579959,0.025,15.1377900187287,0.5,0.336262122886991,0.03,0.701929967721167,2.0,-15.0,5.0,-60.0,-10.0,63.350469037890434,ActivityType.Active,280.0,310.5,745.5,776.0,1212.5,1243.0,1680.5,1711.0,2149.0,2179.5,23.85997772216797,0.24298612773418427,-63.10748291015625,-50.629432678222656,1.0,469.5,465.5,468.8500061035156,30.450000762939453,438.4000244140625,-0.07363753765821457,-5.837309837341309,-2.765732526779175,1.5002200603485107,0.2052948921918869,5.735140323638916,0.4730793535709381,11.407500267028809,2.437047004699707,-13.082707405090332,-10.551220893859863,0.01290456298738718,0.012936022132635117
0.05,0.6,1.32885232624423,0.1,1.5,-12.0,0.398550297940116,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.61508791476929,0.025,15.2336543657826,0.5,0.267080455042031,0.03,1.91621294443086,2.0,-15.0,5.0,-60.0,-10.0,43.19462728500366,ActivityType.Active,9.5,47.0,69.0,106.0,128.0,165.0,187.0,224.5,246.0,283.5,8.619144439697266,-6.462473392486572,-49.657100677490234,-37.39405059814453,1.0,59.5,59.0,59.2979621887207,37.4595947265625,21.83837890625,-0.45494645833969116,-16.78926658630371,-2.4348442554473877,9.803067207336426,0.6047742366790771,9.772449493408203,4.351702690124512,8.153392791748047,3.7606072425842285,-16.77309226989746,-14.903366088867188,0.02883608266711235,0.018381424248218536
0.05,0.6,1.39681657846665,0.1,1.5,-12.0,0.198175887215115,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.23040211678867,0.025,9.89892544188753,0.5,3.48937994430762,0.03,0.0791932582406766,2.0,-15.0,5.0,-60.0,-10.0,72.46852588653564,ActivityType.Active,91.0,118.0,286.0,313.0,481.0,508.0,676.0,703.0,871.0,898.0,24.762062072753906,7.767888069152832,-64.70063781738281,-52.147647857666016,1.0,195.0,194.5,194.96998596191406,27.149999618530273,167.8199920654297,-0.235517218708992,-8.329895973205566,-2.803689479827881,4.46269416809082,0.33450883626937866,3.7254891395568848,1.3141989707946777,12.186042785644531,2.2852396965026855,-12.941784858703613,-10.334420204162598,0.01670033112168312,0.016735155135393143
0.05,0.6,1.20107528611443,0.1,1.5,-12.0,0.122019152755206,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.11615496689305,0.025,7.77694528028559,0.5,0.00886188711602243,0.03,1.5142439259817,2.0,-15.0,5.0,-60.0,-10.0,0.08094024658203125,ActivityType.Hyperpolarized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.96417999267578,-56.04512023925781,-56.007572174072266,0.0,0.0,0.0,0.0,0.0,0.0,-1.0789991122805986e-08,-1.5680570602416992,-2.89941143989563,0.002012421377003193,0.10125445574522018,0.12348463386297226,6.320104262158566e-08,11.982373237609863,1.8985259532928467,-9.632196426391602,-6.833899974822998,0.006702258251607418,0.004901875276118517
0.05,0.6,1.39943990901786,0.1,1.5,-12.0,0.233944671892173,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.13506810748988,0.025,10.4375610422227,0.5,1.42745623946329,0.03,0.179238596423751,2.0,-15.0,5.0,-60.0,-10.0,67.85027694702148,ActivityType.Active,216.5,245.0,494.5,523.0,772.5,801.5,1050.5,1079.5,1329.0,1357.5,24.18926239013672,4.52203369140625,-63.328243255615234,-51.05470275878906,1.0,278.5,278.0,278.1570739746094,28.757143020629883,249.3999786376953,-0.14728209376335144,-7.356635570526123,-2.7763664722442627,2.8213577270507812,0.259573757648468,5.812465190887451,0.9316547513008118,12.558595657348633,2.3945233821868896,-14.496742248535156,-11.943957328796387,0.01519950944930315,0.015189070254564285
0.05,0.6,1.29382971554722,0.1,1.5,-12.0,0.241237805855849,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.03611415624933,0.025,15.5156171739541,0.5,2.89842996140105,0.03,0.124484005741106,2.0,-15.0,5.0,-60.0,-10.0,38.08594226837158,ActivityType.Active,31.5,129.5,275.0,373.0,519.0,616.5,762.5,860.0,1006.0,1104.0,9.03012466430664,-13.091116905212402,-51.177059173583984,-44.102882385253906,1.0,244.0,243.5,243.58750915527344,97.87499237060547,145.71249389648438,-0.056556586176157,-5.603938102722168,-2.6025755405426025,1.3914061784744263,0.2709769606590271,5.65647029876709,0.6283272504806519,10.069814682006836,3.0897088050842285,-12.844435691833496,-10.639277458190918,0.012309744022786617,0.012313155457377434
0.05,0.6,1.39947419500958,0.1,1.5,-12.0,0.285429501575083,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.15636987866628,0.025,11.1304356733296,0.5,0.242992216661293,0.03,0.407080140559429,2.0,-15.0,5.0,-60.0,-10.0,35.30842304229736,ActivityType.Active,40.5,92.0,119.5,170.5,198.0,249.5,277.0,328.5,356.0,407.5,6.920204162597656,-9.162493705749512,-44.470916748046875,-35.49694061279297,1.0,80.5,78.5,79.82323455810547,51.9747428894043,27.84848976135254,-0.2812134623527527,-12.222213745117188,-2.3874220848083496,4.893370151519775,0.4518527388572693,6.951107501983643,2.938009262084961,7.609241008758545,3.950312376022339,-11.90672492980957,-10.131856918334961,0.02191450446844101,0.021512819454073906
0.05,0.6,1.2551632578245,0.1,1.5,-12.0,0.380651906354073,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.23732314548183,0.025,15.5047739068637,0.5,0.826154367505442,0.03,0.311172520875369,2.0,-15.0,5.0,-60.0,-10.0,19.996173858642578,ActivityType.Inactive,116.0,294.0,445.5,623.0,775.0,952.5,1104.5,1282.0,1434.0,1611.5,3.9991073608398438,-20.71161651611328,-40.70779037475586,-36.5300407409668,1.0,329.5,329.0,329.4333190917969,177.5500030517578,151.88333129882812,-0.011135212145745754,-10.233285903930664,-2.4132513999938965,0.998586118221283,0.27647051215171814,16.25811195373535,0.2563401460647583,6.7505388259887695,3.846987724304199,-15.731760025024414,-13.905275344848633,0.018969938158988953,0.019013267010450363
0.05,0.6,1.30102526814974,0.1,1.5,-12.0,0.327451567843103,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.59507092699644,0.025,3.05642759386513,0.5,1.10123704992408,0.03,0.0728836981859191,2.0,-15.0,5.0,-60.0,-10.0,46.814998745918274,ActivityType.Active,28.5,85.0,131.5,188.0,234.5,291.0,337.5,394.0,440.5,497.0,9.60103988647461,-1.8082808256149292,-48.6232795715332,-37.696475982666016,1.0,103.0,103.0,103.0,56.5,46.5,-0.3798472285270691,-16.13972282409668,-2.44242000579834,3.577252149581909,0.5136067867279053,12.51994800567627,4.645062446594238,8.203295707702637,3.73034405708313,-14.22858715057373,-12.343802452087402,0.027873249724507332,0.027888089418411255
0.05,0.6,1.24640322042633,0.1,1.5,-12.0,0.203339027704033,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.06050252625169,0.025,15.7841476032518,0.5,3.43065509061321,0.03,0.0765886212829905,2.0,-15.0,5.0,-60.0,-10.0,66.29195475578308,ActivityType.Active,144.5,172.5,275.5,303.5,406.0,434.5,537.0,565.0,668.0,696.0,22.830360412597656,2.346073865890503,-63.94588088989258,-50.8731575012207,1.0,131.0,130.5,130.80001831054688,28.14666748046875,102.65332794189453,-0.3015943169593811,-9.302952766418457,-2.7718346118927,6.137417316436768,0.4124918282032013,4.3128509521484375,1.5994582176208496,10.397496223449707,2.412688732147217,-12.888141632080078,-10.344514846801758,0.018112244084477425,0.01805083639919758
0.05,0.6,1.34495889427097,0.1,1.5,-12.0,0.12130017502421,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.31791868526523,0.025,14.070926177674,0.5,0.0335359900567309,0.03,1.96690688929514,2.0,-15.0,5.0,-60.0,-10.0,0.19018936157226562,ActivityType.Hyperpolarized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.129119873046875,-57.31930923461914,-57.245849609375,0.0,0.0,0.0,0.0,0.0,0.0,-5.581263895493294e-09,-2.9127445220947266,-2.9306480884552,0.0026592127978801727,0.09019461274147034,0.5102038383483887,4.2911335640383186e-07,13.272107124328613,1.7749103307724,-9.807879447937012,-6.9439592361450195,0.008766820654273033,0.006049123127013445
0.05,0.6,1.22135795684281,0.1,1.5,-12.0,0.370385123749504,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.1752644041712,0.025,11.1980994033042,0.5,2.7360267170566,0.03,0.182367115741894,2.0,-15.0,5.0,-60.0,-10.0,0.0,ActivityType.Hyperpolarized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.090110778808594,-40.090110778808594,-40.090110778808594,0.0,0.0,0.0,0.0,0.0,0.0,-3.928968362743035e-05,-6.686124324798584,-2.5022528171539307,0.12875555455684662,0.24802134931087494,14.337763786315918,0.000519916124176234,7.835630416870117,3.4909889698028564,-16.85328483581543,-14.848779678344727,0.013782566413283348,0.013781354762613773
0.05,0.6,1.22422559599789,0.1,1.5,-12.0,0.343035824223723,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.9689189207949,0.025,4.59245445835236,0.5,0.429663635169761,0.03,0.723732201450536,2.0,-15.0,5.0,-60.0,-10.0,73.0377082824707,ActivityType.Active,43.5,74.5,126.0,157.5,208.5,240.0,291.5,322.5,374.0,405.0,20.741504669189453,13.995285034179688,-59.042423248291016,-41.9345703125,1.0,84.0,82.5,83.19696044921875,31.22222328186035,51.97475051879883,-0.6407070755958557,-27.807798385620117,-2.548363208770752,14.137557029724121,0.9409056305885315,14.003149032592773,6.091599464416504,8.984131813049316,3.3065290451049805,-16.4818172454834,-14.385082244873047,0.04553423449397087,0.02863881178200245
0.05,0.6,1.28326351127592,0.1,1.5,-12.0,0.398498138653737,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.19298773068267,0.025,9.15399146366022,0.5,0.0910511303073354,0.03,1.73106739827791,2.0,-15.0,5.0,-60.0,-10.0,61.7985782623291,ActivityType.Active,25.0,53.5,74.5,103.0,123.5,152.0,172.5,201.0,221.5,250.5,12.366920471191406,6.370943069458008,-55.427635192871094,-39.0177116394043,1.0,49.5,49.0,49.151519775390625,28.57575798034668,20.575756072998047,-0.9553391933441162,-23.86923599243164,-2.4754419326782227,22.343528747558594,1.0190730094909668,3.2239527702331543,5.928581714630127,8.673356056213379,3.5982210636138916,-17.499406814575195,-15.548502922058105,0.03951706737279892,0.02303798869252205
0.05,0.6,1.28997262679007,0.1,1.5,-12.0,0.389795641890648,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.60820599240834,0.025,9.80265770683024,0.5,0.757628615574613,0.03,0.733753179614639,2.0,-15.0,5.0,-60.0,-10.0,0.0,ActivityType.Hyperpolarized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.37358474731445,-46.37358474731445,-46.37358474731445,0.0,0.0,0.0,0.0,0.0,0.0,-1.6431467884103768e-06,-8.64185905456543,-2.659339666366577,0.02630939893424511,0.19478845596313477,17.6524658203125,0.0003055885317735374,10.959568977355957,2.8626415729522705,-20.394901275634766,-18.076221466064453,0.016951799392700195,0.016955846920609474
