"gCRH","gca","gkca","kc","gkir","gk"
0.169630472608306,1.20643149498179,2.03642973082408,0.0722245958817498,1.39972029102417,8.60515735580318
0.339411637697899,1.56822422693488,3.91933396980249,0.116000175228155,1.2789344877377,5.84596570452083
0.380669871547212,1.38285842652628,0.383469185595987,1.90914593327987,1.39570472122539,14.1969599501217
0.279739063140602,2.54733519084956,0.146477085668091,0.0629886827144586,1.31546937834187,1.39135136772986
0.312891382932076,2.15913255760788,0.21867598599257,0.678371582043808,1.22412691759161,4.79583828707427
0.367356831285854,1.40625491165346,0.064861702417871,1.80065847078151,1.20849948668756,8.11073620558742
0.291654046573306,1.38170216557094,3.06179837018464,0.159751592317153,1.3995352105833,11.8948560736552
0.281063461960037,1.75869199446195,0.64975605412757,0.734970755571292,1.3237849092422,7.7900838447449
0.296521906847236,1.48869293457038,2.37672677354491,0.115887444801251,1.33517436575746,15.9562903724367
0.289048766939969,1.57768067624141,2.69466662090644,0.0933390671211034,1.20794071157968,15.3659433481536
0.287576408919636,1.5092697043962,0.268915635180725,0.110205888644941,1.22535150245526,7.44817014291484
0.299336382092988,2.61682159317484,0.0433690292380564,1.39029480508279,1.31509805544622,2.76307117544767
0.397350881515173,1.99333269834646,2.4101868103792,0.0513180077482105,1.36198919831221,11.7765755423076
0.392813841657588,1.66539422064009,0.0755566865712591,1.94922111753997,1.30490473700886,8.90378273934741
0.389686395901677,2.13575754111677,3.75658762008133,0.0507911705692951,1.3157923284047,9.6600374227418
0.236412572733779,1.57912898918528,1.30299590965213,0.150530037540531,1.39002882475447,13.9490968491651
0.1977923412859,1.77566984348601,0.333407347047525,0.491193288734657,1.31641547425703,2.15271279362436
0.275893903379037,1.92941715327638,0.04096896515036,1.90857872044892,1.35769017595541,2.26505620826121
0.331827802185444,1.7237713187377,0.105583665238591,0.0501250628270221,1.36148198244859,4.77509369474512
0.357825631581345,1.22031202476176,0.0442019569854903,0.932756076029318,1.29819596339857,12.5122398192263
0.276398595082319,1.12109530556399,0.0306028533632028,1.08289945941406,1.2097667617066,5.32019284209434
0.332003643866792,1.90100998575221,3.09693399403309,0.155467404437577,1.38453207269002,1.80442445253339
0.194673299477688,1.01494062864186,2.23828412527429,0.0875763970107899,1.23599698985466,4.76836214170281
0.386216765541122,1.80413873419269,0.371850649005622,1.18766202030816,1.21636576386772,12.9858448612503
0.347803180274292,1.94689477029786,0.96434682919357,0.201053700165486,1.21256995597169,14.4120474544887
0.227837954099605,1.24719600453118,0.0421598231090978,1.55886619918079,1.38039390885687,15.2820800304604
0.288152844689975,2.88602770699346,0.0316939554346911,1.02962459609452,1.21192923641283,3.1215695674568
0.122019152755206,1.11615496689305,0.00886188711602243,1.5142439259817,1.20107528611443,7.77694528028559
0.247158869326685,1.70848971326478,3.94302336150724,0.114651293545616,1.31397992508953,12.1811193806398
0.189483775950833,2.96442231642208,0.0507805048534367,1.93652717001204,1.21569208809867,3.23530277087845
0.391572065167785,2.41708655205064,0.0804619769479986,0.636253703446315,1.31242555315709,6.31029483495634
0.204640762573277,1.17756265524596,0.270632812197711,0.471227826913519,1.28535241498148,8.79382581037935
0.269038833530819,1.35232306213825,0.0381866060230973,0.653035040318307,1.39256318193342,10.8543197409753
0.395129283959309,1.66408227226811,0.81559263671807,0.127636431101776,1.29300404881053,15.6825161872801
0.211673255590227,1.36592750040986,3.54316562298598,0.130424384626596,1.22432239480696,9.23858099298466
0.236498976526416,1.65758244287267,0.425900342154391,0.79354032065974,1.22893948089772,11.2559543722247
0.157774453733027,1.13438083323401,0.250191567422468,0.174193311208444,1.22743116303903,13.3462538281203
0.24788219553104,1.58332904461822,0.100605976808965,1.98587507441692,1.28057057743455,14.2817578056073
0.376679779814513,1.61770843465689,2.02735755359308,0.125862470081077,1.39556233985303,6.24474849724986
0.237078037448744,1.1028962454063,0.10927739165064,0.21278535692582,1.39776836128893,4.79378486284565
0.249896865260938,1.32688650363031,0.253304179052776,0.207590154652514,1.3213300269016,14.2802487257336
0.383584892685499,1.50483953674844,0.292785470263762,1.05785927703041,1.38772996642773,15.006875105906
0.205986122874006,1.1628704505695,3.34495441903133,0.0550081936055328,1.33300769607575,3.1433529788968
